flt_pyt_debug_core_partner_id,partner_trade_name,address,contact_number,partner_segment_type,country,flt_pyt_partner_product_id,flt_pyt_session_considered_at_localtime,flt_pyt_transaction_created_at,flt_pyt_debug_gympass_individual_id,flt_pyt_transaction_type,product_cap_value,adjusted_product_cost_per_usage,product_cost_per_usage,activity_name,product_segment_type,last_price_update,session_group,total_payment,cap_hit_flag,cost_less_than_cap
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1008,2025-01-22 21:38:59.000,2025-01-22 18:38:59.000,2371,VALIDATION,"93,5","78,75","78,75",Zumba,Specialized Training,2025-02-05 00:00:00.000,Sessao realizada,"78,75",0,0
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1012,2025-01-17 19:11:05.000,2025-01-17 16:11:05.000,2120,VALIDATION,"33,15","29,61","29,61",Calistenia,Specialized Training,2025-02-12 00:00:00.000,Sessao realizada,"29,61",0,0
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1009,2025-01-05 19:00:30.000,2025-01-05 17:00:30.000,2084,VALIDATION,"110,47","108,93","108,93",Natação,Boutique Fitness,2025-01-19 00:00:00.000,Sessao realizada,"108,93",0,0
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1013,2025-02-06 12:24:18.000,2025-02-06 09:24:18.000,2455,VALIDATION,"138,34","118,9","118,9",Dança,Boutique Fitness,2025-01-11 00:00:00.000,Sessao realizada,"118,9",0,0
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1001,2025-01-05 11:52:45.000,2025-01-05 08:52:45.000,2369,RETROACTIVE,"63,24","76,19","76,19",Musculação,Full Service Gym,2025-02-03 00:00:00.000,Sessao realizada,"63,24",1,1
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1007,2025-01-20 15:42:08.000,2025-01-20 14:42:08.000,2394,RETROACTIVE,"125,33","97,68","97,68",Jiu-Jitsu,Boutique Fitness,2025-02-05 00:00:00.000,Sessao realizada,"97,68",0,0
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1008,2025-02-08 10:41:47.000,2025-02-08 08:41:47.000,2221,RETROACTIVE,"93,5","78,75","78,75",Zumba,Specialized Training,2025-02-05 00:00:00.000,Sessao realizada,"78,75",0,0
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1005,2025-02-22 20:11:19.000,2025-02-22 19:11:19.000,2027,LATE_CANCEL,"73,63","37,11","74,22",Spinning,Boutique Fitness,2025-01-01 00:00:00.000,Sessao não realizada,"37,11",0,0
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1005,2025-01-21 14:55:12.000,2025-01-21 13:55:12.000,2067,NO_SHOW,"73,63","74,22","74,22",Spinning,Boutique Fitness,2025-01-01 00:00:00.000,Sessao não realizada,"73,63",1,1
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1012,2025-01-21 18:28:00.000,2025-01-21 16:28:00.000,2383,VALIDATION,"33,15","29,61","29,61",Calistenia,Specialized Training,2025-02-12 00:00:00.000,Sessao realizada,"29,61",0,0
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1006,2025-01-15 09:50:41.000,2025-01-15 07:50:41.000,2026,RETROACTIVE,"123,89","115,78","115,78",Boxe,Full Service Gym,2025-01-07 00:00:00.000,Sessao realizada,"115,78",0,0
102,Iron Haven,"456 Oak Ave, Uptown",(303) 555-6789,Strength Training,United States,1015,2025-02-24 07:30:21.000,2025-02-24 05:30:21.000,2418,VALIDATION,"45,72","42,12","42,12",Alongamento,Full Service Gym,2025-01-23 00:00:00.000,Sessao realizada,"42,12",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1010,2025-02-17 07:00:33.000,2025-02-17 04:00:33.000,2238,VALIDATION,"31,76","41,24","41,24",Corrida Indoor,Full Service Gym,2025-02-23 00:00:00.000,Sessao realizada,"31,76",1,1
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1004,2025-01-06 21:32:38.000,2025-01-06 20:32:38.000,2425,VALIDATION,"65,93","65,2","65,2",Pilates,Full Service Gym,2025-02-13 00:00:00.000,Sessao realizada,"65,2",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1011,2025-01-03 17:59:47.000,2025-01-03 16:59:47.000,2091,NO_SHOW,"120,92","126,94","126,94",Treinamento Funcional,Boutique Fitness,2025-02-11 00:00:00.000,Sessao não realizada,"120,92",1,1
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1010,2025-02-05 20:33:54.000,2025-02-05 19:33:54.000,2152,NO_SHOW,"31,76","41,24","41,24",Corrida Indoor,Full Service Gym,2025-02-23 00:00:00.000,Sessao não realizada,"31,76",1,1
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1009,2025-02-05 12:02:37.000,2025-02-05 11:02:37.000,2101,RETROACTIVE,"83,9","78,33","78,33",Natação,Specialized Training,2025-01-02 00:00:00.000,Sessao realizada,"78,33",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1008,2025-02-14 10:54:29.000,2025-02-14 07:54:29.000,2376,VALIDATION,"44,6","38,42","38,42",Zumba,Full Service Gym,2025-02-13 00:00:00.000,Sessao realizada,"38,42",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1009,2025-01-06 07:44:22.000,2025-01-06 04:44:22.000,2199,VALIDATION,"83,9","78,33","78,33",Natação,Specialized Training,2025-01-02 00:00:00.000,Sessao realizada,"78,33",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1015,2025-02-27 10:43:47.000,2025-02-27 08:43:47.000,2369,LATE_CANCEL,"81,88","54,335","108,67",Alongamento,Boutique Fitness,2025-01-25 00:00:00.000,Sessao não realizada,"54,335",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1007,2025-01-04 07:16:35.000,2025-01-04 04:16:35.000,2068,LATE_CANCEL,"104,89","55,685","111,37",Jiu-Jitsu,Specialized Training,2025-02-20 00:00:00.000,Sessao não realizada,"55,685",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1008,2025-01-23 19:15:27.000,2025-01-23 16:15:27.000,2278,RETROACTIVE,"44,6","38,42","38,42",Zumba,Full Service Gym,2025-02-13 00:00:00.000,Sessao realizada,"38,42",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1014,2025-02-13 21:52:26.000,2025-02-13 18:52:26.000,2361,VALIDATION,"45,81","40,7","40,7",HIIT,Specialized Training,2025-01-16 00:00:00.000,Sessao realizada,"40,7",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1006,2025-01-20 19:52:41.000,2025-01-20 16:52:41.000,2338,NO_SHOW,"94,75","112,04","112,04",Boxe,Specialized Training,2025-01-13 00:00:00.000,Sessao não realizada,"94,75",1,1
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1012,2025-02-07 19:27:04.000,2025-02-07 16:27:04.000,2233,NO_SHOW,"131,96","92,82","92,82",Calistenia,Boutique Fitness,2025-01-02 00:00:00.000,Sessao não realizada,"92,82",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1012,2025-02-16 19:56:33.000,2025-02-16 18:56:33.000,2422,RETROACTIVE,"131,96","92,82","92,82",Calistenia,Boutique Fitness,2025-01-02 00:00:00.000,Sessao realizada,"92,82",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1003,2025-02-08 11:49:34.000,2025-02-08 08:49:34.000,2147,VALIDATION,"85,99","74,46","74,46",Yoga,Boutique Fitness,2025-01-21 00:00:00.000,Sessao realizada,"74,46",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1013,2025-02-11 06:23:12.000,2025-02-11 04:23:12.000,2065,RETROACTIVE,"72,7","60,79","60,79",Dança,Full Service Gym,2025-02-06 00:00:00.000,Sessao realizada,"60,79",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1008,2025-02-27 21:35:50.000,2025-02-27 20:35:50.000,2058,RETROACTIVE,"44,6","38,42","38,42",Zumba,Full Service Gym,2025-02-13 00:00:00.000,Sessao realizada,"38,42",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1003,2025-02-19 17:54:47.000,2025-02-19 14:54:47.000,2472,LATE_CANCEL,"85,99","37,23","74,46",Yoga,Boutique Fitness,2025-01-21 00:00:00.000,Sessao não realizada,"37,23",0,0
103,Zen Yoga Studio,"789 Maple St, Midtown",(415) 222-7890,Yoga & Wellness,Canada,1015,2025-02-27 11:55:26.000,2025-02-27 08:55:26.000,2494,RETROACTIVE,"81,88","108,67","108,67",Alongamento,Boutique Fitness,2025-01-25 00:00:00.000,Sessao realizada,"81,88",1,1
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1015,2025-02-28 16:27:41.000,2025-02-28 15:27:41.000,2446,RETROACTIVE,"125,69","171,68","171,68",Alongamento,Boutique Fitness,2025-01-22 00:00:00.000,Sessao realizada,"125,69",1,1
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1007,2025-01-06 19:52:47.000,2025-01-06 18:52:47.000,2430,RETROACTIVE,"34,34","48,12","48,12",Jiu-Jitsu,Full Service Gym,2025-02-13 00:00:00.000,Sessao realizada,"34,34",1,1
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1001,2025-02-11 07:26:34.000,2025-02-11 06:26:34.000,2073,VALIDATION,"126,35","114,35","114,35",Musculação,Specialized Training,2025-02-28 00:00:00.000,Sessao realizada,"114,35",0,0
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1005,2025-02-16 16:08:28.000,2025-02-16 13:08:28.000,2023,RETROACTIVE,"172,94","152,44","152,44",Spinning,Boutique Fitness,2025-01-11 00:00:00.000,Sessao realizada,"152,44",0,0
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1013,2025-01-13 07:47:37.000,2025-01-13 06:47:37.000,2172,RETROACTIVE,"53,87","43,42","43,42",Dança,Full Service Gym,2025-02-07 00:00:00.000,Sessao realizada,"43,42",0,0
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1009,2025-01-12 22:23:09.000,2025-01-12 20:23:09.000,2435,RETROACTIVE,"146,81","124,99","124,99",Natação,Boutique Fitness,2025-01-10 00:00:00.000,Sessao realizada,"124,99",0,0
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1002,2025-02-20 08:37:30.000,2025-02-20 07:37:30.000,2128,RETROACTIVE,"44,61","54,92","54,92",CrossFit,Full Service Gym,2025-02-16 00:00:00.000,Sessao realizada,"44,61",1,1
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1012,2025-02-13 06:28:41.000,2025-02-13 04:28:41.000,2015,RETROACTIVE,"57,71","57,71","57,71",Calistenia,Specialized Training,2025-02-10 00:00:00.000,Sessao realizada,"57,71",1,0
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1004,2025-01-15 08:27:56.000,2025-01-15 07:27:56.000,2106,LATE_CANCEL,"105,64","47,635","95,27",Pilates,Specialized Training,2025-02-19 00:00:00.000,Sessao não realizada,"47,635",0,0
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1007,2025-02-26 22:25:11.000,2025-02-26 19:25:11.000,2057,VALIDATION,"34,34","48,12","48,12",Jiu-Jitsu,Full Service Gym,2025-02-13 00:00:00.000,Sessao realizada,"34,34",1,1
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1005,2025-01-23 22:39:13.000,2025-01-23 20:39:13.000,2387,RETROACTIVE,"172,94","152,44","152,44",Spinning,Boutique Fitness,2025-01-11 00:00:00.000,Sessao realizada,"152,44",0,0
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1006,2025-02-28 10:15:39.000,2025-02-28 08:15:39.000,2260,LATE_CANCEL,"86,83","46,15","92,3",Boxe,Boutique Fitness,2025-02-27 00:00:00.000,Sessao não realizada,"46,15",0,0
104,Elite Fitness Center,"1010 Birch Rd, Suburbia",(212) 888-1234,Full Service Gym,United States,1004,2025-02-15 12:16:07.000,2025-02-15 09:16:07.000,2264,RETROACTIVE,"105,64","95,27","95,27",Pilates,Specialized Training,2025-02-19 00:00:00.000,Sessao realizada,"95,27",0,0
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1013,2025-01-18 17:48:29.000,2025-01-18 15:48:29.000,2122,LATE_CANCEL,"90,77","36,26","72,52",Dança,Full Service Gym,2025-01-19 00:00:00.000,Sessao não realizada,"36,26",0,0
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1009,2025-01-31 19:12:50.000,2025-01-31 18:12:50.000,2418,LATE_CANCEL,"47,99","25,475","50,95",Natação,Specialized Training,2025-01-06 00:00:00.000,Sessao não realizada,"25,475",0,0
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1011,2025-02-23 15:40:53.000,2025-02-23 13:40:53.000,2340,RETROACTIVE,"69,36","84,04","84,04",Treinamento Funcional,Boutique Fitness,2025-01-09 00:00:00.000,Sessao realizada,"69,36",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1011,2025-02-17 07:53:46.000,2025-02-17 04:53:46.000,2188,VALIDATION,"69,36","84,04","84,04",Treinamento Funcional,Boutique Fitness,2025-01-09 00:00:00.000,Sessao realizada,"69,36",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1006,2025-02-22 19:05:33.000,2025-02-22 17:05:33.000,2028,VALIDATION,"91,92","105,56","105,56",Boxe,Specialized Training,2025-01-20 00:00:00.000,Sessao realizada,"91,92",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1014,2025-02-14 06:47:59.000,2025-02-14 05:47:59.000,2487,VALIDATION,"40,1","35,83","35,83",HIIT,Specialized Training,2025-01-22 00:00:00.000,Sessao realizada,"35,83",0,0
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1015,2025-01-15 14:27:48.000,2025-01-15 13:27:48.000,2132,NO_SHOW,"61,74","75,57","75,57",Alongamento,Boutique Fitness,2025-01-03 00:00:00.000,Sessao não realizada,"61,74",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1010,2025-02-28 19:43:14.000,2025-02-28 17:43:14.000,2470,VALIDATION,"100,16","101,51","101,51",Corrida Indoor,Full Service Gym,2025-02-18 00:00:00.000,Sessao realizada,"100,16",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1012,2025-01-23 12:06:20.000,2025-01-23 09:06:20.000,2457,VALIDATION,"110,55","149,4","149,4",Calistenia,Boutique Fitness,2025-01-21 00:00:00.000,Sessao realizada,"110,55",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1004,2025-01-12 07:22:41.000,2025-01-12 06:22:41.000,2083,NO_SHOW,"125,5","114,24","114,24",Pilates,Boutique Fitness,2025-02-20 00:00:00.000,Sessao não realizada,"114,24",0,0
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1012,2025-01-20 10:52:08.000,2025-01-20 09:52:08.000,2125,VALIDATION,"110,55","149,4","149,4",Calistenia,Boutique Fitness,2025-01-21 00:00:00.000,Sessao realizada,"110,55",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1009,2025-01-05 14:20:26.000,2025-01-05 12:20:26.000,2387,RETROACTIVE,"47,99","50,95","50,95",Natação,Specialized Training,2025-01-06 00:00:00.000,Sessao realizada,"47,99",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1014,2025-02-12 13:39:03.000,2025-02-12 12:39:03.000,2375,RETROACTIVE,"40,1","35,83","35,83",HIIT,Specialized Training,2025-01-22 00:00:00.000,Sessao realizada,"35,83",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1005,2025-02-13 22:01:45.000,2025-02-13 21:01:45.000,2001,VALIDATION,"115,77","104,4","104,4",Spinning,Full Service Gym,2025-01-08 00:00:00.000,Sessao realizada,"104,4",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1012,2025-01-11 13:10:47.000,2025-01-11 12:10:47.000,2181,RETROACTIVE,"69,34","60,82","60,82",Calistenia,Boutique Fitness,2025-01-02 00:00:00.000,Sessao realizada,"60,82",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1013,2025-02-08 07:40:01.000,2025-02-08 04:40:01.000,2187,LATE_CANCEL,"126,84","56,475","112,95",Dança,Specialized Training,2025-01-20 00:00:00.000,Sessao não realizada,"56,475",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1003,2025-01-02 10:24:58.000,2025-01-02 07:24:58.000,2494,LATE_CANCEL,"57,62","25,63","51,26",Yoga,Full Service Gym,2025-02-15 00:00:00.000,Sessao não realizada,"25,63",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1014,2025-01-30 20:43:29.000,2025-01-30 19:43:29.000,2043,NO_SHOW,96,"131,74","131,74",HIIT,Specialized Training,2025-01-27 00:00:00.000,Sessao não realizada,96,1,1
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1002,2025-02-01 10:50:23.000,2025-02-01 08:50:23.000,2302,VALIDATION,"121,38","114,17","114,17",CrossFit,Specialized Training,2025-01-07 00:00:00.000,Sessao realizada,"114,17",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1009,2025-02-26 16:23:21.000,2025-02-26 13:23:21.000,2054,NO_SHOW,"132,72","94,15","94,15",Natação,Specialized Training,2025-01-10 00:00:00.000,Sessao não realizada,"94,15",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1001,2025-01-30 15:07:25.000,2025-01-30 14:07:25.000,2050,VALIDATION,"154,77","110,75","110,75",Musculação,Boutique Fitness,2025-02-25 00:00:00.000,Sessao realizada,"110,75",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1003,2025-01-10 06:10:51.000,2025-01-10 03:10:51.000,2143,LATE_CANCEL,"57,62","25,63","51,26",Yoga,Full Service Gym,2025-02-15 00:00:00.000,Sessao não realizada,"25,63",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1014,2025-02-06 16:34:43.000,2025-02-06 14:34:43.000,2396,LATE_CANCEL,96,"65,87","131,74",HIIT,Specialized Training,2025-01-27 00:00:00.000,Sessao não realizada,"65,87",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1012,2025-02-20 18:35:13.000,2025-02-20 15:35:13.000,2375,VALIDATION,"69,34","60,82","60,82",Calistenia,Boutique Fitness,2025-01-02 00:00:00.000,Sessao realizada,"60,82",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1002,2025-01-05 06:14:11.000,2025-01-05 04:14:11.000,2285,RETROACTIVE,"121,38","114,17","114,17",CrossFit,Specialized Training,2025-01-07 00:00:00.000,Sessao realizada,"114,17",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1011,2025-01-11 14:31:33.000,2025-01-11 13:31:33.000,2321,RETROACTIVE,"51,27","58,1","58,1",Treinamento Funcional,Full Service Gym,2025-01-05 00:00:00.000,Sessao realizada,"51,27",1,1
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1006,2025-01-06 19:10:21.000,2025-01-06 17:10:21.000,2127,VALIDATION,"38,08","42,18","42,18",Boxe,Boutique Fitness,2025-02-05 00:00:00.000,Sessao realizada,"38,08",1,1
